id,amueblado,habitaciones,descripcionMenaje,tieneSeguro,descripcionSeguro
4208,1,1,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,0,""
4169,0,2,Fusce consequat.,1,
4824,0,10,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0,""
4005,0,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0,""
4454,0,10,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0,""
4685,0,2,Sed sagittis.,1,
4795,0,4,Nam nulla.,0,""
4147,1,1,Fusce consequat. Nulla nisl.,1,
4509,1,4,Donec dapibus. Duis at velit eu est congue elementum.,1,
4997,0,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0,""
4162,0,4,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1,
4020,1,10,Nulla ut erat id mauris vulputate elementum.,1,
4898,1,2,Nullam varius.,1,
4165,1,10,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1,
4674,1,1,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,1,
4711,1,1,In sagittis dui vel nisl.,1,
4782,0,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",1,
4782,1,3,In congue. Etiam justo. Etiam pretium iaculis justo.,0,""
4675,0,7,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1,
4531,0,3,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,1,
4149,1,1,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0,""
4466,0,1,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0,""
4681,0,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0,""
4595,0,2,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0,""
4074,0,4,Nulla suscipit ligula in lacus.,0,""
4539,1,6,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,
4161,0,9,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1,
4822,0,5,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,1,
5000,0,6,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",1,
4915,1,6,Nulla ac enim.,1,
4970,1,2,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4783,1,1,Vestibulum ac est lacinia nisi venenatis tristique.,0,""
4579,0,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1,
4692,1,6,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1,
4606,1,9,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0,""
4317,1,6,Pellentesque at nulla. Suspendisse potenti.,1,
4114,0,7,Integer ac neque.,0,""
4778,1,9,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0,""
4525,1,1,Suspendisse potenti.,0,""
4685,0,8,In eleifend quam a odio.,0,""
4458,0,5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4112,0,4,Donec posuere metus vitae ipsum. Aliquam non mauris.,1,
4947,1,5,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0,""
4165,1,6,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,0,""
4416,1,7,Pellentesque at nulla. Suspendisse potenti.,0,""
4161,1,2,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,1,
4368,1,4,Morbi a ipsum.,0,""
4761,1,9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1,
4078,0,8,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1,
4554,0,9,Mauris lacinia sapien quis libero.,1,
4527,0,1,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,0,""
4620,0,4,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",1,
4207,1,4,Cras non velit nec nisi vulputate nonummy.,1,
4410,0,9,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0,""
4742,0,6,Aenean lectus.,1,
4766,0,4,Nulla tellus.,1,
4543,1,9,Suspendisse accumsan tortor quis turpis.,1,
4910,0,2,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",1,
4963,0,5,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,1,
4825,0,10,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0,""
4222,1,5,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1,
4307,0,9,In hac habitasse platea dictumst.,0,""
4435,1,7,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1,
4282,1,9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",1,
4298,0,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",1,
4913,0,5,Donec dapibus. Duis at velit eu est congue elementum.,0,""
4622,1,2,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,0,""
4317,0,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1,
4899,1,2,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1,
4428,0,10,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0,""
4344,1,3,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1,
4222,1,6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",1,
4816,1,3,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1,
4284,1,7,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0,""
4529,1,4,Praesent blandit. Nam nulla.,0,""
4292,1,6,Nulla mollis molestie lorem.,1,
4042,1,8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",1,
4249,1,6,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0,""
4964,1,7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",0,""
4718,1,8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",0,""
4816,0,2,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",0,""
4216,1,9,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,0,""
4873,1,4,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,0,""
4123,0,6,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0,""
4885,0,10,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,1,
4199,0,4,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0,""
4918,1,9,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1,
4172,0,2,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",1,
4852,1,7,Integer a nibh. In quis justo.,1,
4278,1,5,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,1,
4110,0,3,Duis at velit eu est congue elementum.,1,
4522,1,2,Etiam justo.,1,
4453,1,5,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,
4862,0,3,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1,
4168,0,4,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1,
4506,0,1,Maecenas ut massa quis augue luctus tincidunt.,1,
4213,1,8,Aliquam quis turpis eget elit sodales scelerisque.,1,
4844,1,3,Etiam vel augue.,1,
4219,0,9,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0,""
4576,1,7,Morbi a ipsum. Integer a nibh.,0,""
4854,1,8,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",1,
4454,1,8,Sed accumsan felis. Ut at dolor quis odio consequat varius.,1,
4546,0,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,0,""
4162,0,2,Vivamus tortor.,1,
4769,1,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,
4273,1,9,Curabitur convallis.,1,
4880,1,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0,""
4860,1,3,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0,""
4068,0,2,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1,
4079,0,7,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1,
4241,0,2,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,0,""
4192,1,5,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0,""
4999,1,3,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1,
4977,0,3,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",1,
4558,1,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4228,1,8,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1,
4700,0,5,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",0,""
4076,1,9,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,0,""
4618,1,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0,""
4811,1,3,In blandit ultrices enim.,0,""
4949,1,7,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1,
4437,1,9,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4357,0,2,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,0,""
4504,0,7,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0,""
4143,1,10,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,0,""
4067,0,3,Pellentesque at nulla.,1,
4813,0,6,Integer ac neque. Duis bibendum.,0,""
4476,1,3,Maecenas ut massa quis augue luctus tincidunt.,1,
4945,1,4,Quisque ut erat.,1,
4320,0,2,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1,
4860,0,6,Aenean sit amet justo. Morbi ut odio.,1,
4838,1,2,Pellentesque at nulla.,0,""
4455,1,7,Proin at turpis a pede posuere nonummy.,1,
4396,0,9,Integer ac neque. Duis bibendum.,1,
4536,1,4,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1,
4508,0,1,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1,
4290,0,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",1,
4569,1,2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",1,
4270,0,4,Morbi a ipsum. Integer a nibh. In quis justo.,1,
4153,0,9,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0,""
4617,1,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1,
4322,1,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0,""
4864,0,10,Curabitur at ipsum ac tellus semper interdum.,1,
4139,0,1,Duis consequat dui nec nisi volutpat eleifend.,1,
4033,1,1,Integer ac neque. Duis bibendum.,0,""
4381,1,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1,
4302,0,5,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1,
4589,0,8,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0,""
4591,0,9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",0,""
4807,1,10,Phasellus sit amet erat. Nulla tempus.,1,
4252,1,10,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0,""
4921,1,3,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0,""
4918,1,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1,
4809,0,10,Praesent blandit lacinia erat.,1,
4023,0,8,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0,""
4344,0,3,Sed accumsan felis. Ut at dolor quis odio consequat varius.,1,
4584,1,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1,
4978,0,7,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,0,""
4927,1,6,Sed accumsan felis. Ut at dolor quis odio consequat varius.,1,
4010,0,2,Nulla ut erat id mauris vulputate elementum. Nullam varius.,0,""
4590,0,7,Duis mattis egestas metus. Aenean fermentum.,1,
4724,1,5,In eleifend quam a odio. In hac habitasse platea dictumst.,1,
4761,1,5,Integer ac neque. Duis bibendum.,0,""
4570,1,2,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1,
4398,1,4,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0,""
4527,1,5,In congue.,0,""
4470,1,10,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,1,
4227,1,9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",0,""
4184,0,2,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,1,
4662,0,8,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,
4387,1,3,Sed ante. Vivamus tortor.,1,
4700,0,4,Maecenas ut massa quis augue luctus tincidunt.,1,
4495,0,8,Proin interdum mauris non ligula pellentesque ultrices.,1,
4137,0,9,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",1,
4617,1,10,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",1,
5000,0,6,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0,""
4252,1,4,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1,
4516,0,5,Fusce consequat. Nulla nisl. Nunc nisl.,1,
4873,1,9,In congue. Etiam justo. Etiam pretium iaculis justo.,1,
4392,0,8,Aenean auctor gravida sem.,1,
